url_path,views_total,views_unique
/abhinav12k/Drunkyard,24,8
/abhinav12k/Drunkyard/tree/master/.github/workflows,5,2
/abhinav12k/Drunkyard/actions,4,1
/abhinav12k/Drunkyard/issues,3,2
/abhinav12k/Drunkyard/blob/master/.github/workflows/clone_stats.yml,3,1
/abhinav12k/Drunkyard/tree/github-repo-stats,3,1
/abhinav12k/Drunkyard/actions/workflows/github-repo-stats.yml,2,1
/abhinav12k/Drunkyard/tree/github-repo-stats/abhinav12k/Drunkyard,2,1
/abhinav12k/Drunkyard/tree/master/app/src/main/java/com/abhinav12k/drunkyard/presentation,2,1
/abhinav12k/Drunkyard/actions/new,1,1
